strategy,F1,F2,C,V,CAGR,daily_sharpe,max_drawdown,win_ratio,ytd
EPS_>=2__ROE_10_15__C2_ROE_SEQ_riseq1__v0,EPS_>=2,ROE_10_15,C2_ROE_SEQ_riseq1,v0,0.015793305473358554,199.23,-0.23369986995945724,0.5428571428571428,0.008307780863102465
ROE_15_20__EPS_>=2__None__v1,ROE_15_20,EPS_>=2,None,v1,0.01574045547726932,179.75,-0.3781919107676095,0.453125,-0.02757641536919342
DEBTRATIO_>=0.55__EPS_<0__C6_EPS_QOQ_yoy__v0,DEBTRATIO_>=0.55,EPS_<0,C6_EPS_QOQ_yoy,v0,0.01535433994939317,147.88,-0.3289206101122677,0.4117647058823529,0.0
ROE_>=20__FCF_P_<0__C3_ROE_SEQ_yoy__v1,ROE_>=20,FCF_P_<0,C3_ROE_SEQ_yoy,v1,0.015123977274604128,968.32,-0.070116027313607,1.0,0.0
FCF_P_0_0.05__EPS_>=2__C6_EPS_QOQ_yoy__v1,FCF_P_0_0.05,EPS_>=2,C6_EPS_QOQ_yoy,v1,0.014482926196440538,119.7,-0.4575368032511202,0.5524861878453039,-0.05960595369738875
DEBTRATIO_0_0.35__EPS_>=2__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_0_0.35,EPS_>=2,C2_ROE_SEQ_riseq1,v1,0.014480708504989614,241.29,-0.24485226906739843,0.4838709677419355,-0.014940004723572597
EPS_0_2__DEBTRATIO_0_0.35__C2_ROE_SEQ_riseq1__v0,EPS_0_2,DEBTRATIO_0_0.35,C2_ROE_SEQ_riseq1,v0,0.014328457473175682,146.99,-0.3825231279656802,0.541958041958042,-0.18360932621710713
DEBTRATIO_>=0.55__ROE_<5__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_>=0.55,ROE_<5,C2_ROE_SEQ_riseq1,v1,0.01412416171972275,1687.13,-0.08022388059701546,1.0,0.0
DEBTRATIO_0_0.35__ROE_>=20__C6_EPS_QOQ_yoy__v0,DEBTRATIO_0_0.35,ROE_>=20,C6_EPS_QOQ_yoy,v0,0.014062966394414289,115.73,-0.4668427478536705,0.5625,0.15829184158949627
ROE_15_20__None__C8_FCF_MOM_riseq2__v1,ROE_15_20,None,C8_FCF_MOM_riseq2,v1,0.014017812441386113,126.83,-0.31035349515720023,0.46153846153846156,-0.08661822634866745
FCF_P_0_0.05__ROE_15_20__C8_FCF_MOM_riseq2__v1,FCF_P_0_0.05,ROE_15_20,C8_FCF_MOM_riseq2,v1,0.014017812441386113,126.83,-0.31035349515720023,0.46153846153846156,-0.08661822634866745
ROE_15_20__None__C6_EPS_QOQ_yoy__v0,ROE_15_20,None,C6_EPS_QOQ_yoy,v0,0.013930467703998861,88.58,-0.5200693583747823,0.5752212389380531,-0.23682141405734147
EPS_>=2__ROE_15_20__C4_REVENUE_GROWTH_qmax5__v1,EPS_>=2,ROE_15_20,C4_REVENUE_GROWTH_qmax5,v1,0.013444321457790176,185.96,-0.37819191076760916,0.46875,-0.02757641536919364
EPS_0_2__ROE_<5__C6_EPS_QOQ_yoy__v0,EPS_0_2,ROE_<5,C6_EPS_QOQ_yoy,v0,0.01331883914312959,99.9,-0.4098510496694572,0.5711627906976744,-0.10395724696694852
DEBTRATIO_0_0.35__EPS_0_2__C6_EPS_QOQ_yoy__v0,DEBTRATIO_0_0.35,EPS_0_2,C6_EPS_QOQ_yoy,v0,0.013283560009964779,87.32,-0.4917989373545423,0.5514285714285714,-0.21084138327514013
ROE_>=20__DEBTRATIO_>=0.55__C8_FCF_MOM_riseq2__v1,ROE_>=20,DEBTRATIO_>=0.55,C8_FCF_MOM_riseq2,v1,0.013080513814659245,703.53,-0.038820105559117524,1.0,0.0
EPS_>=2__ROE_<5__C6_EPS_QOQ_yoy__v1,EPS_>=2,ROE_<5,C6_EPS_QOQ_yoy,v1,0.013026364585492445,147.13,-0.4314243696474731,0.5714285714285714,-0.0448577959242451
FCF_P_<0__ROE_>=20__C2_ROE_SEQ_riseq1__v0,FCF_P_<0,ROE_>=20,C2_ROE_SEQ_riseq1,v0,0.01301154140048566,656.59,-0.18662474992855105,0.3333333333333333,-0.01604690696077582
EPS_0_2__DEBTRATIO_0_0.35__C5_REVENUE_GROWTH_yoy__v0,EPS_0_2,DEBTRATIO_0_0.35,C5_REVENUE_GROWTH_yoy,v0,0.013009839362443598,117.2,-0.43689225171005064,0.5570247933884298,-0.14587442323520194
ROE_5_10__DEBTRATIO_0.35_0.55__C2_ROE_SEQ_riseq1__v1,ROE_5_10,DEBTRATIO_0.35_0.55,C2_ROE_SEQ_riseq1,v1,0.012739856614943701,304.78,-0.15051760394191593,0.7777777777777778,0.0
FCF_P_<0__ROE_5_10__C3_ROE_SEQ_yoy__v0,FCF_P_<0,ROE_5_10,C3_ROE_SEQ_yoy,v0,0.012709504517996129,124.59,-0.45558939511043783,0.5256410256410257,0.07069161357993292
EPS_>=2__ROE_15_20__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_>=2,ROE_15_20,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.012526084752104705,241.8,-0.35509770995242695,0.40384615384615385,-0.02371353025310674
FCF_P_<0__None__C5_REVENUE_GROWTH_yoy__v0,FCF_P_<0,None,C5_REVENUE_GROWTH_yoy,v0,0.01252570505234929,127.96,-0.43820306031152945,0.5203426124197003,-0.08016128578551762
EPS_<0__DEBTRATIO_>=0.55__C8_FCF_MOM_riseq2__v1,EPS_<0,DEBTRATIO_>=0.55,C8_FCF_MOM_riseq2,v1,0.012388692083849184,410.03,-0.034947578632052,0.5,0.0
EPS_<0__ROE_15_20__C4_REVENUE_GROWTH_qmax5__v0,EPS_<0,ROE_15_20,C4_REVENUE_GROWTH_qmax5,v0,0.012074920495632968,102.56,-0.24207289731599513,0.6666666666666666,0.0
EPS_0_2__ROE_5_10__C2_ROE_SEQ_riseq1__v1,EPS_0_2,ROE_5_10,C2_ROE_SEQ_riseq1,v1,0.012000383800333525,230.72,-0.46614543854399804,0.3870967741935484,-0.01929981990369145
DEBTRATIO_>=0.55__EPS_0_2__C8_FCF_MOM_riseq2__v1,DEBTRATIO_>=0.55,EPS_0_2,C8_FCF_MOM_riseq2,v1,0.011946131861201525,169.18,-0.3760080645161291,0.5555555555555556,-0.030892144564719337
FCF_P_<0__ROE_<5__C8_FCF_MOM_riseq2__v0,FCF_P_<0,ROE_<5,C8_FCF_MOM_riseq2,v0,0.011795232770348552,80.56,-0.398392079608623,0.5229357798165137,-0.053157214816084264
DEBTRATIO_>=0.55__EPS_>=2__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_>=0.55,EPS_>=2,C2_ROE_SEQ_riseq1,v0,0.011750185740908803,148.03,-0.35735972062246557,0.5384615384615384,0.007009589191544485
DEBTRATIO_0_0.35__EPS_<0__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,EPS_<0,C2_ROE_SEQ_riseq1,v0,0.011703253443029471,156.78,-0.24624951266837092,0.46153846153846156,0.0
ROE_5_10__FCF_P_>=0.05__C4_REVENUE_GROWTH_qmax5__v1,ROE_5_10,FCF_P_>=0.05,C4_REVENUE_GROWTH_qmax5,v1,0.01162559676983399,78.59,-0.6301800549339847,0.47368421052631576,0.21451355928401106
EPS_>=2__None__C6_EPS_QOQ_yoy__v1,EPS_>=2,None,C6_EPS_QOQ_yoy,v1,0.011419948566639304,116.05,-0.4842159615630882,0.5523809523809524,-0.07304917027270919
FCF_P_>=0.05__ROE_5_10__C6_EPS_QOQ_yoy__v1,FCF_P_>=0.05,ROE_5_10,C6_EPS_QOQ_yoy,v1,0.011380534618671723,278.08,-0.12830617088768215,0.6666666666666666,0.0
ROE_5_10__FCF_P_>=0.05__C3_ROE_SEQ_yoy__v1,ROE_5_10,FCF_P_>=0.05,C3_ROE_SEQ_yoy,v1,0.011380534618671723,278.08,-0.12830617088768215,0.6666666666666666,0.0
ROE_5_10__None__C2_ROE_SEQ_riseq1__v1,ROE_5_10,None,C2_ROE_SEQ_riseq1,v1,0.011336044664182365,206.08,-0.4714845584903773,0.4,-0.04679956083058745
ROE_5_10__FCF_P_>=0.05__C8_FCF_MOM_riseq2__v1,ROE_5_10,FCF_P_>=0.05,C8_FCF_MOM_riseq2,v1,0.011317913011567926,276.87,-0.12830617088768215,0.5,0.0
FCF_P_<0__DEBTRATIO_0_0.35__C8_FCF_MOM_riseq2__v0,FCF_P_<0,DEBTRATIO_0_0.35,C8_FCF_MOM_riseq2,v0,0.011192307985831818,93.46,-0.48302097096211405,0.4418604651162791,0.0
EPS_0_2__DEBTRATIO_0_0.35__C3_ROE_SEQ_yoy__v0,EPS_0_2,DEBTRATIO_0_0.35,C3_ROE_SEQ_yoy,v0,0.011158135434570893,85.85,-0.5282714190411,0.5545454545454546,-0.20069509693551368
EPS_<0__FCF_P_<0__C8_FCF_MOM_riseq2__v0,EPS_<0,FCF_P_<0,C8_FCF_MOM_riseq2,v0,0.010994598014436363,145.74,-0.3648638338253305,0.42424242424242425,0.0
ROE_10_15__FCF_P_>=0.05__C2_ROE_SEQ_riseq1__v0,ROE_10_15,FCF_P_>=0.05,C2_ROE_SEQ_riseq1,v0,0.010579017271667102,1341.8,-0.10398641068329784,0.6666666666666666,0.0
ROE_>=20__EPS_>=2__C2_ROE_SEQ_riseq1__v0,ROE_>=20,EPS_>=2,C2_ROE_SEQ_riseq1,v0,0.010478157539868693,178.19,-0.287633848819391,0.5483870967741935,-0.027372480328103466
FCF_P_>=0.05__EPS_0_2__C8_FCF_MOM_riseq2__v0,FCF_P_>=0.05,EPS_0_2,C8_FCF_MOM_riseq2,v0,0.010430994287955242,167.1,-0.41335940932407944,0.5308641975308642,0.0
ROE_>=20__FCF_P_<0__C6_EPS_QOQ_yoy__v1,ROE_>=20,FCF_P_<0,C6_EPS_QOQ_yoy,v1,0.010130436111498886,2909.75,-0.03423906421347633,1.0,0.0
FCF_P_>=0.05__EPS_>=2__C5_REVENUE_GROWTH_yoy__v1,FCF_P_>=0.05,EPS_>=2,C5_REVENUE_GROWTH_yoy,v1,0.010103785013884092,243.23,-0.2744922699576937,0.5454545454545454,0.0
FCF_P_0_0.05__DEBTRATIO_0_0.35__C8_FCF_MOM_riseq2__v1,FCF_P_0_0.05,DEBTRATIO_0_0.35,C8_FCF_MOM_riseq2,v1,0.010021247450250126,120.6,-0.3667654479464044,0.5136612021857924,-0.15349089864285315
EPS_<0__FCF_P_<0__C3_ROE_SEQ_yoy__v1,EPS_<0,FCF_P_<0,C3_ROE_SEQ_yoy,v1,0.010011681060207334,145.17,-0.2166088593066886,0.5,0.0
EPS_>=2__ROE_<5__C3_ROE_SEQ_yoy__v1,EPS_>=2,ROE_<5,C3_ROE_SEQ_yoy,v1,0.00986152479647151,96.1,-0.5055362665676193,0.6,-0.04485779592424488
EPS_<0__ROE_15_20__C5_REVENUE_GROWTH_yoy__v0,EPS_<0,ROE_15_20,C5_REVENUE_GROWTH_yoy,v0,0.009719601233115771,746.88,-0.04590665646518732,1.0,0.0
DEBTRATIO_0.35_0.55__ROE_<5__C8_FCF_MOM_riseq2__v0,DEBTRATIO_0.35_0.55,ROE_<5,C8_FCF_MOM_riseq2,v0,0.009715150031867292,141.05,-0.4638489230202305,0.5609756097560976,-0.10313981590348131
EPS_<0__ROE_>=20__C3_ROE_SEQ_yoy__v1,EPS_<0,ROE_>=20,C3_ROE_SEQ_yoy,v1,0.00964425727054019,4599.6,-0.070116027313607,1.0,0.0
EPS_>=2__None__C3_ROE_SEQ_yoy__v1,EPS_>=2,None,C3_ROE_SEQ_yoy,v1,0.009520591007298629,99.44,-0.558548320898149,0.569060773480663,-0.08221225714705815
FCF_P_0_0.05__ROE_<5__C8_FCF_MOM_riseq2__v1,FCF_P_0_0.05,ROE_<5,C8_FCF_MOM_riseq2,v1,0.009297769083539187,124.66,-0.3455648860908549,0.543010752688172,-0.21974577310148902
EPS_>=2__ROE_15_20__C1_ROE_SEQ_qmax4__v1,EPS_>=2,ROE_15_20,C1_ROE_SEQ_qmax4,v1,0.008233197995283659,192.08,-0.37819191076760983,0.45454545454545453,-0.04124779946135293
EPS_0_2__DEBTRATIO_0_0.35__C8_FCF_MOM_riseq2__v0,EPS_0_2,DEBTRATIO_0_0.35,C8_FCF_MOM_riseq2,v0,0.008199286548939977,99.69,-0.4228910616632521,0.5551401869158878,-0.2608235635733871
ROE_5_10__EPS_<0__C5_REVENUE_GROWTH_yoy__v0,ROE_5_10,EPS_<0,C5_REVENUE_GROWTH_yoy,v0,0.007974559381565438,374.75,-0.11371926564209134,0.6666666666666666,0.0
DEBTRATIO_0_0.35__FCF_P_0_0.05__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,FCF_P_0_0.05,C2_ROE_SEQ_riseq1,v0,0.007868935310586966,122.33,-0.35184302525335887,0.524390243902439,-0.1911614882662409
FCF_P_<0__ROE_<5__C5_REVENUE_GROWTH_yoy__v0,FCF_P_<0,ROE_<5,C5_REVENUE_GROWTH_yoy,v0,0.00781988145456669,127.46,-0.4750852971524382,0.5290858725761773,-0.0656483394852031
FCF_P_<0__EPS_0_2__C8_FCF_MOM_riseq2__v0,FCF_P_<0,EPS_0_2,C8_FCF_MOM_riseq2,v0,0.007808647009032388,90.69,-0.457211056148756,0.5394736842105263,-0.053157214816084486
FCF_P_>=0.05__ROE_>=20__C6_EPS_QOQ_yoy__v0,FCF_P_>=0.05,ROE_>=20,C6_EPS_QOQ_yoy,v0,0.007092113049983695,165.73,-0.37981093855503056,0.5454545454545454,0.0
EPS_0_2__ROE_<5__C5_REVENUE_GROWTH_yoy__v0,EPS_0_2,ROE_<5,C5_REVENUE_GROWTH_yoy,v0,0.006847357744753868,81.07,-0.5107949285909947,0.5779269202087994,-0.19296076044816102
FCF_P_>=0.05__DEBTRATIO_>=0.55__C6_EPS_QOQ_yoy__v1,FCF_P_>=0.05,DEBTRATIO_>=0.55,C6_EPS_QOQ_yoy,v1,0.006823793012724844,7901.74,-0.03732237161895302,1.0,0.0
DEBTRATIO_0_0.35__ROE_5_10__C8_FCF_MOM_riseq2__v0,DEBTRATIO_0_0.35,ROE_5_10,C8_FCF_MOM_riseq2,v0,0.006758410085897726,119.75,-0.33988242576292405,0.5207373271889401,-0.09435381632076512
ROE_10_15__None__C8_FCF_MOM_riseq2__v0,ROE_10_15,None,C8_FCF_MOM_riseq2,v0,0.006752098024851216,176.13,-0.3202157805570036,0.5471698113207547,0.053768813801500226
ROE_10_15__FCF_P_>=0.05__C8_FCF_MOM_riseq2__v0,ROE_10_15,FCF_P_>=0.05,C8_FCF_MOM_riseq2,v0,0.006157866296073067,263.66,-0.30055136436983654,0.625,0.0
ROE_<5__EPS_0_2__C6_EPS_QOQ_yoy__v1,ROE_<5,EPS_0_2,C6_EPS_QOQ_yoy,v1,0.005911810931863437,88.11,-0.4327852201978122,0.5625,-0.21882710823212081
ROE_10_15__DEBTRATIO_>=0.55__None__v0,ROE_10_15,DEBTRATIO_>=0.55,None,v0,0.005891596326884185,108.14,-0.4116133311280399,0.44871794871794873,0.01180315433754009
ROE_10_15__FCF_P_>=0.05__C3_ROE_SEQ_yoy__v1,ROE_10_15,FCF_P_>=0.05,C3_ROE_SEQ_yoy,v1,0.005584868323564862,867.82,-0.1294464692482914,0.3333333333333333,0.0
DEBTRATIO_0.35_0.55__ROE_<5__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_0.35_0.55,ROE_<5,C2_ROE_SEQ_riseq1,v1,0.005560516633196455,171.59,-0.262785281720902,0.48,-0.032478130247932
DEBTRATIO_0.35_0.55__EPS_>=2__C8_FCF_MOM_riseq2__v0,DEBTRATIO_0.35_0.55,EPS_>=2,C8_FCF_MOM_riseq2,v0,0.005185137519978067,118.54,-0.44939383618554385,0.5980392156862745,-0.13150588593955537
FCF_P_0_0.05__EPS_<0__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,FCF_P_0_0.05,EPS_<0,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.004901806148063237,125.16,-0.44938772417240047,0.45588235294117646,0.21089802279528236
DEBTRATIO_>=0.55__ROE_<5__C8_FCF_MOM_riseq2__v0,DEBTRATIO_>=0.55,ROE_<5,C8_FCF_MOM_riseq2,v0,0.004850498250726698,110.11,-0.47294314872285215,0.5394736842105263,-0.0855369561721413
ROE_5_10__FCF_P_<0__C8_FCF_MOM_riseq2__v1,ROE_5_10,FCF_P_<0,C8_FCF_MOM_riseq2,v1,0.004765430008450311,195.33,-0.3760080645161291,0.6666666666666666,0.0
FCF_P_0_0.05__ROE_>=20__C6_EPS_QOQ_yoy__v1,FCF_P_0_0.05,ROE_>=20,C6_EPS_QOQ_yoy,v1,0.004404200455245588,63.22,-0.7439489294654396,0.6666666666666666,0.09630847219118577
ROE_10_15__None__C8_FCF_MOM_riseq2__v1,ROE_10_15,None,C8_FCF_MOM_riseq2,v1,0.003960974776514803,295.79,-0.2366237432424828,0.5172413793103449,0.01191443837603856
FCF_P_>=0.05__ROE_>=20__C3_ROE_SEQ_yoy__v1,FCF_P_>=0.05,ROE_>=20,C3_ROE_SEQ_yoy,v1,0.003920916358981508,1878.38,-0.10446011215629525,1.0,0.0
FCF_P_>=0.05__ROE_>=20__C8_FCF_MOM_riseq2__v1,FCF_P_>=0.05,ROE_>=20,C8_FCF_MOM_riseq2,v1,0.003920916358981508,1878.38,-0.10446011215629525,1.0,0.0
EPS_<0__ROE_10_15__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,EPS_<0,ROE_10_15,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.003801570219861272,232.76,-0.2352010774430794,0.5,0.0
DEBTRATIO_0_0.35__EPS_>=2__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_0_0.35,EPS_>=2,C5_REVENUE_GROWTH_yoy,v1,0.0035257705679230256,105.54,-0.5679783340859063,0.5772357723577236,-0.008372825237013992
FCF_P_0_0.05__ROE_10_15__C8_FCF_MOM_riseq2__v1,FCF_P_0_0.05,ROE_10_15,C8_FCF_MOM_riseq2,v1,0.0034789306614233517,301.32,-0.2366237432424828,0.48148148148148145,0.011914438376039227
FCF_P_>=0.05__DEBTRATIO_>=0.55__C2_ROE_SEQ_riseq1__v1,FCF_P_>=0.05,DEBTRATIO_>=0.55,C2_ROE_SEQ_riseq1,v1,0.0030387407245220377,5412.09,-0.08022388059701513,1.0,0.0
FCF_P_>=0.05__DEBTRATIO_>=0.55__C2_ROE_SEQ_riseq1__v0,FCF_P_>=0.05,DEBTRATIO_>=0.55,C2_ROE_SEQ_riseq1,v0,0.0030387407245220377,5412.09,-0.08022388059701513,1.0,0.0
EPS_<0__ROE_10_15__C3_ROE_SEQ_yoy__v0,EPS_<0,ROE_10_15,C3_ROE_SEQ_yoy,v0,0.0030066297272899334,304.77,-0.20349165448254902,0.5,0.0
ROE_5_10__EPS_<0__C2_ROE_SEQ_riseq1__v0,ROE_5_10,EPS_<0,C2_ROE_SEQ_riseq1,v0,0.0028472015745140133,357.44,-0.10628934940830015,0.5,0.0
FCF_P_<0__ROE_15_20__C3_ROE_SEQ_yoy__v0,FCF_P_<0,ROE_15_20,C3_ROE_SEQ_yoy,v0,0.002753190878862055,314.94,-0.20637127352005358,0.6666666666666666,0.010723842535280692
DEBTRATIO_0_0.35__EPS_>=2__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,EPS_>=2,C2_ROE_SEQ_riseq1,v0,0.0027375619032796727,80.32,-0.4147398119660257,0.5079365079365079,-0.17840906557948633
ROE_>=20__DEBTRATIO_0.35_0.55__C5_REVENUE_GROWTH_yoy__v0,ROE_>=20,DEBTRATIO_0.35_0.55,C5_REVENUE_GROWTH_yoy,v0,0.0027335595438267024,65.89,-0.5681888521810711,0.5465116279069767,0.2724516049707304
FCF_P_>=0.05__ROE_<5__C5_REVENUE_GROWTH_yoy__v1,FCF_P_>=0.05,ROE_<5,C5_REVENUE_GROWTH_yoy,v1,0.00230406915863246,205.35,-0.3331332972542589,0.5483870967741935,0.0
EPS_0_2__ROE_<5__C5_REVENUE_GROWTH_yoy__v1,EPS_0_2,ROE_<5,C5_REVENUE_GROWTH_yoy,v1,0.002223374773123288,117.8,-0.44375816067067764,0.5733333333333334,-0.15104582459499072
FCF_P_>=0.05__EPS_<0__None__v1,FCF_P_>=0.05,EPS_<0,None,v1,0.0020225408216514307,42.35,-0.6962573660959223,0.56,0.131673204928904
FCF_P_>=0.05__EPS_0_2__C5_REVENUE_GROWTH_yoy__v1,FCF_P_>=0.05,EPS_0_2,C5_REVENUE_GROWTH_yoy,v1,0.0016295057283628456,180.48,-0.3309250295351214,0.5454545454545454,0.0
FCF_P_>=0.05__ROE_>=20__C2_ROE_SEQ_riseq1__v0,FCF_P_>=0.05,ROE_>=20,C2_ROE_SEQ_riseq1,v0,0.0014166432324156375,4707.76,-0.07785563391333683,0.5,0.0
EPS_<0__ROE_15_20__C8_FCF_MOM_riseq2__v0,EPS_<0,ROE_15_20,C8_FCF_MOM_riseq2,v0,0.0013227698039961489,5470.87,-0.04568474510059273,1.0,0.0
FCF_P_<0__ROE_10_15__C5_REVENUE_GROWTH_yoy__v1,FCF_P_<0,ROE_10_15,C5_REVENUE_GROWTH_yoy,v1,0.0009322005738161554,3824.83,-0.08463073852295433,1.0,0.0
ROE_10_15__FCF_P_<0__C2_ROE_SEQ_riseq1__v1,ROE_10_15,FCF_P_<0,C2_ROE_SEQ_riseq1,v1,0.0009322005738161554,3824.83,-0.08463073852295433,1.0,0.0
ROE_10_15__FCF_P_<0__C3_ROE_SEQ_yoy__v1,ROE_10_15,FCF_P_<0,C3_ROE_SEQ_yoy,v1,0.0009322005738161554,3824.83,-0.08463073852295433,1.0,0.0
ROE_10_15__FCF_P_<0__C6_EPS_QOQ_yoy__v1,ROE_10_15,FCF_P_<0,C6_EPS_QOQ_yoy,v1,0.0009322005738161554,3824.83,-0.08463073852295433,1.0,0.0
DEBTRATIO_>=0.55__FCF_P_>=0.05__C3_ROE_SEQ_yoy__v1,DEBTRATIO_>=0.55,FCF_P_>=0.05,C3_ROE_SEQ_yoy,v1,0.0008820557323434564,1407.54,-0.1294464692482914,0.3333333333333333,0.0
FCF_P_>=0.05__ROE_15_20__C6_EPS_QOQ_yoy__v1,FCF_P_>=0.05,ROE_15_20,C6_EPS_QOQ_yoy,v1,0.0,,0.0,0.0,0.0
FCF_P_>=0.05__ROE_15_20__C5_REVENUE_GROWTH_yoy__v1,FCF_P_>=0.05,ROE_15_20,C5_REVENUE_GROWTH_yoy,v1,0.0,,0.0,0.0,0.0
EPS_<0__ROE_>=20__C2_ROE_SEQ_riseq1__v1,EPS_<0,ROE_>=20,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
ROE_15_20__FCF_P_>=0.05__C8_FCF_MOM_riseq2__v1,ROE_15_20,FCF_P_>=0.05,C8_FCF_MOM_riseq2,v1,0.0,,0.0,0.0,0.0
ROE_15_20__DEBTRATIO_>=0.55__C2_ROE_SEQ_riseq1__v1,ROE_15_20,DEBTRATIO_>=0.55,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
ROE_>=20__FCF_P_<0__C5_REVENUE_GROWTH_yoy__v1,ROE_>=20,FCF_P_<0,C5_REVENUE_GROWTH_yoy,v1,0.0,,0.0,0.0,0.0
FCF_P_>=0.05__ROE_15_20__C2_ROE_SEQ_riseq1__v1,FCF_P_>=0.05,ROE_15_20,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
FCF_P_>=0.05__ROE_15_20__C3_ROE_SEQ_yoy__v1,FCF_P_>=0.05,ROE_15_20,C3_ROE_SEQ_yoy,v1,0.0,,0.0,0.0,0.0
FCF_P_<0__ROE_>=20__C8_FCF_MOM_riseq2__v1,FCF_P_<0,ROE_>=20,C8_FCF_MOM_riseq2,v1,0.0,,0.0,0.0,0.0
EPS_<0__ROE_>=20__C8_FCF_MOM_riseq2__v1,EPS_<0,ROE_>=20,C8_FCF_MOM_riseq2,v1,0.0,,0.0,0.0,0.0
DEBTRATIO_>=0.55__EPS_<0__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_>=0.55,EPS_<0,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
FCF_P_>=0.05__ROE_>=20__C2_ROE_SEQ_riseq1__v1,FCF_P_>=0.05,ROE_>=20,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
ROE_>=20__FCF_P_<0__C2_ROE_SEQ_riseq1__v1,ROE_>=20,FCF_P_<0,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
FCF_P_>=0.05__ROE_10_15__C2_ROE_SEQ_riseq1__v1,FCF_P_>=0.05,ROE_10_15,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
EPS_<0__ROE_>=20__C5_REVENUE_GROWTH_yoy__v1,EPS_<0,ROE_>=20,C5_REVENUE_GROWTH_yoy,v1,0.0,,0.0,0.0,0.0
FCF_P_>=0.05__EPS_>=2__C2_ROE_SEQ_riseq1__v1,FCF_P_>=0.05,EPS_>=2,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
ROE_10_15__EPS_<0__C5_REVENUE_GROWTH_yoy__v0,ROE_10_15,EPS_<0,C5_REVENUE_GROWTH_yoy,v0,0.0,,0.0,0.0,0.0
ROE_5_10__EPS_<0__C6_EPS_QOQ_yoy__v1,ROE_5_10,EPS_<0,C6_EPS_QOQ_yoy,v1,0.0,,0.0,0.0,0.0
ROE_5_10__EPS_<0__C8_FCF_MOM_riseq2__v1,ROE_5_10,EPS_<0,C8_FCF_MOM_riseq2,v1,0.0,,0.0,0.0,0.0
ROE_15_20__FCF_P_<0__C2_ROE_SEQ_riseq1__v1,ROE_15_20,FCF_P_<0,C2_ROE_SEQ_riseq1,v1,0.0,,0.0,0.0,0.0
EPS_<0__ROE_>=20__C6_EPS_QOQ_yoy__v1,EPS_<0,ROE_>=20,C6_EPS_QOQ_yoy,v1,0.0,,0.0,0.0,0.0
EPS_<0__ROE_15_20__C2_ROE_SEQ_riseq1__v0,EPS_<0,ROE_15_20,C2_ROE_SEQ_riseq1,v0,0.0,,0.0,0.0,0.0
EPS_>=2__FCF_P_<0__C2_ROE_SEQ_riseq1__v0,EPS_>=2,FCF_P_<0,C2_ROE_SEQ_riseq1,v0,-8.282878042553676e-06,290.22,-0.21734243467938863,0.5333333333333333,-0.005902508559663011
ROE_5_10__FCF_P_>=0.05__C1_ROE_SEQ_qmax4__v1,ROE_5_10,FCF_P_>=0.05,C1_ROE_SEQ_qmax4,v1,-0.0004944618153921443,68.65,-0.6721600815235093,0.4642857142857143,0.21451355928401195
DEBTRATIO_>=0.55__ROE_15_20__C6_EPS_QOQ_yoy__v0,DEBTRATIO_>=0.55,ROE_15_20,C6_EPS_QOQ_yoy,v0,-0.0005300251871270811,199.38,-0.23030151672959132,0.5,0.003427735237513385
ROE_15_20__DEBTRATIO_>=0.55__C3_ROE_SEQ_yoy__v0,ROE_15_20,DEBTRATIO_>=0.55,C3_ROE_SEQ_yoy,v0,-0.0005300251871270811,199.38,-0.23030151672959132,0.5,0.003427735237513385
DEBTRATIO_>=0.55__FCF_P_<0__C8_FCF_MOM_riseq2__v1,DEBTRATIO_>=0.55,FCF_P_<0,C8_FCF_MOM_riseq2,v1,-0.0007652745079764767,387.34,-0.1941769455488409,0.5,0.0
DEBTRATIO_>=0.55__ROE_10_15__C3_ROE_SEQ_yoy__v1,DEBTRATIO_>=0.55,ROE_10_15,C3_ROE_SEQ_yoy,v1,-0.0008643323771607703,382.38,-0.15185469005654162,0.2,-0.07553273044269271
