strategy,F組合,C,CAGR,None基準CAGR,C增益,max_drawdown,win_ratio,daily_sharpe,平均持股數
MOM_qb2of3__OCF_E_qb2of3__C1_ROE_DYN_riseq1__v0,MOM_qb2of3__OCF_E_qb2of3,C1_ROE_DYN_riseq1,0.16827185324178595,0.12539652096921095,0.042875332272575006,-0.26717958326117386,0.44560260586319217,88.91,129.29545454545453
EV_S_qb0of3__PS_qb1of3__C19_FCF_P_DYN_yoy__v0,EV_S_qb0of3__PS_qb1of3,C19_FCF_P_DYN_yoy,0.16782723101964114,0.1494327236674522,0.01839450735218895,-0.23939228832459591,0.48743718592964824,130.82,49.85294117647059
EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb0of3,C16_FCF_P_DYN_riseq2,0.16739497796796887,0.12828527868128847,0.0391096992866804,-0.27443310544049737,0.4826427771556551,90.62,109.63414634146342
MOM_qb2of3__NETDEBT_EBITDA_qb0of3__C2_ROE_DYN_riseq2__v0,MOM_qb2of3__NETDEBT_EBITDA_qb0of3,C2_ROE_DYN_riseq2,0.16707582548614308,0.11953653739992554,0.047539288086217546,-0.2737357069747899,0.42684268426842686,85.45,96.14634146341463
MOM_qb2of3__OCF_E_qb2of3__C8_EPS_DYN_riseq1__v0,MOM_qb2of3__OCF_E_qb2of3,C8_EPS_DYN_riseq1,0.16694046227106263,0.12539652096921095,0.04154394130185168,-0.26668338039355666,0.4458846403110823,89.12,136.45454545454547
MOM_qb2of3__ROE_qb2of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__ROE_qb2of3,C10_EPS_DYN_qmax4,0.16634071256749272,0.12359532705971277,0.042745385507779954,-0.2877896630871333,0.46129541864139023,135.27,133.60526315789474
MOM_qb2of3__EV_EBITDA_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,MOM_qb2of3__EV_EBITDA_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.16624824781991054,0.12258619904852153,0.04366204877138902,-0.2425190729586436,0.4465691788526434,156.16,111.52941176470588
EV_S_qb0of3__PS_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,EV_S_qb0of3__PS_qb1of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.166134940369435,0.1494327236674522,0.016702216701982797,-0.2818525755598599,0.4652173913043478,148.99,36.35294117647059
MOM_qb2of3__ROE_qb2of3__C16_FCF_P_DYN_riseq2__v0,MOM_qb2of3__ROE_qb2of3,C16_FCF_P_DYN_riseq2,0.1660845997568945,0.12359532705971277,0.042489272697181724,-0.27327684047332323,0.4658855961405927,102.43,127.48780487804878
EV_S_qb0of3__EV_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v0,EV_S_qb0of3__EV_EBITDA_qb0of3,C10_EPS_DYN_qmax4,0.16554461707386325,0.11517105902749081,0.050373558046372446,-0.2654922713840401,0.48468848996832103,121.9,106.42105263157895
MOM_qb2of3__EV_EBITDA_qb0of3__C2_ROE_DYN_riseq2__v0,MOM_qb2of3__EV_EBITDA_qb0of3,C2_ROE_DYN_riseq2,0.16494664498773348,0.12258619904852153,0.042360445939211955,-0.25602589184864577,0.455810147299509,91.59,125.7560975609756
MOM_qb2of3__VOL_qb0of3__C3_ROE_DYN_qmax4__v0,MOM_qb2of3__VOL_qb0of3,C3_ROE_DYN_qmax4,0.16486735900197247,0.12263209587776425,0.04223526312420822,-0.21518572454557183,0.4576271186440678,119.29,61.23684210526316
EV_S_qb0of3__PS_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,EV_S_qb0of3__PS_qb1of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.16481782733298145,0.1494327236674522,0.015385103665529254,-0.27502365378587335,0.4555984555984556,167.11,40.55882352941177
EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb0of3,C12_EPS_DYN_yoy,0.16478013173490424,0.12828527868128847,0.03649485305361577,-0.2689524613598683,0.4798598949211909,157.85,95.88235294117646
MOM_qb2of3__EPS_qb2of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__EPS_qb2of3,C10_EPS_DYN_qmax4,0.1647557985197745,0.12151853133809887,0.04323726718167564,-0.278951751336579,0.4720853858784893,138.84,129.26315789473685
MOM_qb2of3__DEBTRATIO_qb2of3__C17_FCF_P_DYN_qmax4__v0,MOM_qb2of3__DEBTRATIO_qb2of3,C17_FCF_P_DYN_qmax4,0.1641774885867915,0.11863747882141928,0.0455400097653722,-0.2990866187935318,0.4577114427860697,141.49,49.473684210526315
EV_S_qb0of3__REVENUE_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,EV_S_qb0of3__REVENUE_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.16322439325411775,0.185020676859164,-0.021796283605046263,-0.27095829884249134,0.4782608695652174,150.01,36.55882352941177
EV_S_qb0of3__EV_EBITDA_qb0of3__C1_ROE_DYN_riseq1__v0,EV_S_qb0of3__EV_EBITDA_qb0of3,C1_ROE_DYN_riseq1,0.1630530656280922,0.11517105902749081,0.04788200660060138,-0.2507898564518457,0.48376408217362493,83.4,161.25
MOM_qb2of3__None__C17_FCF_P_DYN_qmax4__v0,MOM_qb2of3__None,C17_FCF_P_DYN_qmax4,0.16201383266565905,0.10205881692342578,0.059955015742233275,-0.24964198425673878,0.4587378640776699,153.51,137.78947368421052
