strategy,F組合,C,CAGR,max_drawdown,win_ratio,持股數,V
PS_qb0of3__OCF_E_qb2of3__C12_EPS_DYN_yoy__v0,PS_qb0of3__OCF_E_qb2of3,C12_EPS_DYN_yoy,0.18404907591461117,-0.5547912797079086,0.5676885980020668,10.132404181184668,v0
P_IC_qb0of3__FCF_P_qb2of3__C4_ROE_DYN_qmax8__v1,P_IC_qb0of3__FCF_P_qb2of3,C4_ROE_DYN_qmax8,0.18403992292443894,-0.6529422884787288,0.5624180279003219,67.88461538461539,v1
P_IC_qb1of3__DEBTRATIO_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb1of3__DEBTRATIO_qb0of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.18403623113233336,-0.47507860489892906,0.5448275862068965,55.32167832167832,v0
P_IC_qb0of3__NETDEBT_EBITDA_qb0of3__C18_FCF_P_DYN_qmax8__v1,P_IC_qb0of3__NETDEBT_EBITDA_qb0of3,C18_FCF_P_DYN_qmax8,0.18401928217837837,-0.7213216962239049,0.5783942833123161,23.608974358974358,v1
P_IC_qb0of3__FCF_OI_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb0of3__FCF_OI_qb1of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.18393991955020828,-0.5925316141045583,0.5678181546283835,70.60839160839161,v0
P_IC_qb0of3__FCF_OI_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,P_IC_qb0of3__FCF_OI_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.1839398599444937,-0.654322458395035,0.5721409574468085,21.217543859649123,v1
EPS_qb1of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,EPS_qb1of3__ROE_qb2of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.18393574546495128,-0.4548897161778389,0.5691688636048287,123.71333333333334,v0
REVENUE_qb0of3__EV_EBITDA_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,REVENUE_qb0of3__EV_EBITDA_qb0of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.18393207212743934,-0.709320759836469,0.5135035146133925,24.94,v1
P_IC_qb1of3__FCF_P_qb0of3__None__v0,P_IC_qb1of3__FCF_P_qb0of3,None,0.1839296567417914,-0.5280587308630307,0.5577638767915116,189.52564102564102,v0
PS_qb0of3__FCF_OI_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,PS_qb0of3__FCF_OI_qb2of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.18390909226753394,-0.5950307939492225,0.5616868550919695,14.744755244755245,v1
