tree_key,scheme,window_no,is_start,is_end,oos_start,oos_end,n_clusters,pair_type,n_pairs,is_pct_high,oos_pct_high,corr_is_median,corr_oos_median,n_is_high,n_is_high_stays_high,stability_rate
XM,J,2,2007-01,2020-12,2021-01,2022-12,256,cross,15855,0.18568274992116052,0.9868180384736676,0.5501881707705195,0.326516558398549,2944,2932,0.9959239130434783
XM,J,2,2007-01,2020-12,2021-01,2022-12,256,same,16785,0.007983318439082515,0.00047661602621388145,0.8899000908849539,0.905062285769393,134,0,0.0
XM,J,3,2007-01,2022-12,2023-01,2025-12,266,cross,17013,0.3258096749544466,0.9994709927702345,0.5222487422087826,0.2662086626957836,5543,5535,0.9985567382283962
XM,J,3,2007-01,2022-12,2023-01,2025-12,266,same,18232,0.003949100482667837,5.484861781483107e-05,0.8811051140549723,0.8789190840286617,72,0,0.0
XM,K,1,2007-01,2018-12,2019-01,2021-12,263,cross,16830,0.4487819370172311,0.06108140225787285,0.5068626754143821,0.6301943662397446,7553,415,0.054945054945054944
XM,K,1,2007-01,2018-12,2019-01,2021-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9107877392110434,253,0,0.0
XM,K,2,2007-01,2021-12,2022-01,2025-12,262,cross,16632,0.30826118326118324,0.9988576238576239,0.5259978315346103,0.3498554670226869,5127,5123,0.9992198166569144
XM,K,2,2007-01,2021-12,2022-01,2025-12,262,same,17559,0.006663249615581753,0.0,0.8802732623362645,0.8959330684588158,117,0,0.0
XM,L,1,2007-01,2018-12,2019-01,2022-12,263,cross,16830,0.4487819370172311,0.036720142602495544,0.5068626754143821,0.5983267115371795,7553,230,0.030451476234608765
XM,L,1,2007-01,2018-12,2019-01,2022-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9161892360119815,253,0,0.0
XM,L,2,2007-01,2022-12,2023-01,2025-12,266,cross,17013,0.3258096749544466,0.9994709927702345,0.5222487422087826,0.2662086626957836,5543,5535,0.9985567382283962
XM,L,2,2007-01,2022-12,2023-01,2025-12,266,same,18232,0.003949100482667837,5.484861781483107e-05,0.8811051140549723,0.8789190840286617,72,0,0.0
XM,R,1,2007-01,2014-12,2015-01,2017-12,254,cross,15504,0.3023735810113519,1.0,0.5342749519297668,0.2434471019852507,4688,4688,1.0
XM,R,1,2007-01,2014-12,2015-01,2017-12,254,same,16627,0.014795212606002285,0.00012028628134961207,0.8840909537859905,0.8574692082831767,246,0,0.0
XM,R,2,2010-01,2017-12,2018-01,2020-12,270,cross,17901,0.6631473102061337,0.0,0.47958570089078933,0.773089486629174,11871,0,0.0
XM,R,2,2010-01,2017-12,2018-01,2020-12,270,same,18414,0.006734006734006734,0.0,0.8758923094038451,0.9286795097269789,124,0,0.0
XM,R,3,2013-01,2020-12,2021-01,2023-12,272,cross,18055,0.040930490168928274,0.9940182774854611,0.6117160850133431,0.3227197311632149,739,739,1.0
